"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"42","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","331","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"43","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","338","The method 'validaCadastro' has a Cyclomatic Complexity of 18.","Code Size","CyclomaticComplexity"
"44","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","338","The method validaCadastro() has an NPath complexity of 300","Code Size","NPathComplexity"
"45","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","4","364","Useless parentheses.","Unnecessary","UselessParentheses"
"46","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","4","364","Useless parentheses.","Unnecessary","UselessParentheses"
"47","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","4","364","Useless parentheses.","Unnecessary","UselessParentheses"
"48","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","4","364","Useless parentheses.","Unnecessary","UselessParentheses"
"49","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","373","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"50","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","378","Local variable 'cepForncedor' could be declared final","Optimization","LocalVariableCouldBeFinal"
"51","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","379","Use opposite operator instead of the logic complement operator.","Design","LogicInversion"
"52","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","380","Local variable 'error' could be declared final","Optimization","LocalVariableCouldBeFinal"
"53","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","384","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"54","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","387","Local variable 'error' could be declared final","Optimization","LocalVariableCouldBeFinal"
"55","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","391","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"56","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","396","Local variable 'faxForncedor' could be declared final","Optimization","LocalVariableCouldBeFinal"
"57","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","397","Use opposite operator instead of the logic complement operator.","Design","LogicInversion"
"58","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","398","Local variable 'error' could be declared final","Optimization","LocalVariableCouldBeFinal"
"59","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","402","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"60","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","405","Local variable 'error' could be declared final","Optimization","LocalVariableCouldBeFinal"
"61","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","409","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"62","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","418","Avoid using Literals in Conditional Statements","Controversial","AvoidLiteralsInIfCondition"
"63","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","418","These nested if statements could be combined","Basic","CollapsibleIfStatements"
"64","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","423","Avoid using Literals in Conditional Statements","Controversial","AvoidLiteralsInIfCondition"
"65","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","423","These nested if statements could be combined","Basic","CollapsibleIfStatements"
"66","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","434","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"67","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","437","Local variable 'telefone' could be declared final","Optimization","LocalVariableCouldBeFinal"
"68","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","438","Use opposite operator instead of the logic complement operator.","Design","LogicInversion"
"69","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","439","Local variable 'error' could be declared final","Optimization","LocalVariableCouldBeFinal"
"70","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","443","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"71","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","446","Local variable 'error' could be declared final","Optimization","LocalVariableCouldBeFinal"
"72","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","450","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"73","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","456","Avoid variables with short names like e","Naming","ShortVariable"
"74","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","456","Parameter 'e' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"75","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","457","Position literals first in String comparisons","Design","PositionLiteralsFirstInComparisons"
"76","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","461","Position literals first in String comparisons","Design","PositionLiteralsFirstInComparisons"
"77","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","468","Avoid variables with short names like e","Naming","ShortVariable"
"78","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","468","Parameter 'e' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"79","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","509","Avoid excessively long variable names like nomeFornecedorOrder","Naming","LongVariable"
"80","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","509","Parameter 'nomeFornecedorOrder' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"81","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","517","Parameter 'nomeContatoOrder' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"82","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","525","Parameter 'icTipoFornecedor' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"83","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","533","Parameter 'icTipoPesquisa' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"84","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","541","Parameter 'habilitaCpf' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"85","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","549","Parameter 'habilitaCnpj' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"86","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","557","Parameter 'habilitaNome' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"87","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","565","Parameter 'habilitaBusca' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"88","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","573","Parameter 'icIncluirContato' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"1","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterGrupoFornecedorAction.java","3","21","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"2","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterGrupoFornecedorAction.java","3","26","Avoid excessively long variable names like manterGrupoFornecedor","Naming","LongVariable"
"3","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterGrupoFornecedorAction.java","3","26","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"4","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterGrupoFornecedorAction.java","3","31","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"5","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterGrupoFornecedorAction.java","3","36","Avoid excessively long variable names like grupoFornecedorPesquisa","Naming","LongVariable"
"6","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterGrupoFornecedorAction.java","3","36","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"7","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterGrupoFornecedorAction.java","3","36","Private field 'grupoFornecedorPesquisa' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"8","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterGrupoFornecedorAction.java","3","40","Avoid unused private fields such as 'grupoFornecedors'.","Unused Code","UnusedPrivateField"
"9","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterGrupoFornecedorAction.java","3","40","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"10","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterGrupoFornecedorAction.java","3","41","Avoid excessively long variable names like nomeGrupoFornecedorOrder","Naming","LongVariable"
"11","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterGrupoFornecedorAction.java","3","86","Parameter 'grupoFornecedor' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"12","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterGrupoFornecedorAction.java","3","92","Parameter 'grupoFornecedor' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"13","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterGrupoFornecedorAction.java","3","115","Avoid excessively long variable names like nomeGrupoFornecedorOrder","Naming","LongVariable"
"14","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterGrupoFornecedorAction.java","3","115","Parameter 'nomeGrupoFornecedorOrder' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"1","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterItemOrcamentarioAction.java","3","1","Possible God class (WMC=48, ATFD=31, TCC=0.10582010582010581)","Design","GodClass"
"2","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterItemOrcamentarioAction.java","3","23","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"3","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterItemOrcamentarioAction.java","3","23","This class has too many methods, consider refactoring it.","Code Size","TooManyMethods"
"4","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterItemOrcamentarioAction.java","3","28","Avoid excessively long variable names like manterItemOrcamentario","Naming","LongVariable"
"5","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterItemOrcamentarioAction.java","3","28","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"6","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterItemOrcamentarioAction.java","3","30","Avoid excessively long variable names like numeroItemOrcamentario","Naming","LongVariable"
"7","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterItemOrcamentarioAction.java","3","32","Avoid excessively long variable names like numeroItemOrcamentarioPesquisa","Naming","LongVariable"
